artist_name,book_name,profile_url,publisher_name,publisher_profile_url
Matthew Finley,AN IMPOSSIBLY NORMAL LIFE,https://photobookers.com/creators/matthew-finley,Fall Line Press,https://photobookers.com/creators/fall-line-press
Matthew Thorne,Jingo was born in the slum,https://photobookers.com/creators/matthew-thorne,Jane & Jeremy,https://photobookers.com/creators/jane--jeremy
Maude Arsenault,Resurfacing,https://photobookers.com/creators/maude-arsenault,Deadbeat Club Press,https://photobookers.com/creators/deadbeat-club-press
Maya Meissner,The Cedar Lodge,https://photobookers.com/creators/maya-meissner,Zatara Press,https://photobookers.com/creators/zatara-press
Melissa Schriek,ODE,https://photobookers.com/creators/melissa-schriek,Guest Editions,https://photobookers.com/creators/guest-editions
Michael Kenna,Rafu,https://photobookers.com/creators/michael-kenna,Nazraeli Press,https://photobookers.com/creators/nazraeli-press
Michael Lundgren,Glass Mountain,https://photobookers.com/creators/michael-lundgren,Stanley / Barker,https://photobookers.com/creators/stanley--barker
Michael Ormerod,American Photographs,https://photobookers.com/creators/michael-ormerod,RRB Photobooks,https://photobookers.com/creators/rrb-photobooks
Michael Swann,Noema,https://photobookers.com/creators/michael-swann,Kult Books,https://photobookers.com/creators/kult
Michala Paludan,The Unposed (EoAT),https://photobookers.com/creators/michala-paludan,DISKOBAY,https://photobookers.com/creators/diskobay
Michel Mazzoni,Verticales,https://photobookers.com/creators/michel-mazzoni,acb-press,https://photobookers.com/creators/acb-press
Mîrkan Deniz,Out of Place,https://photobookers.com/creators/mirkan-deniz,Jungle Books,https://photobookers.com/creators/jungle-books
Monaris,Collecting Hands,https://photobookers.com/creators/monaris,Setanta Books,https://photobookers.com/creators/setanta-books
Morgan Ashcom,Open,https://photobookers.com/creators/morgan-ashcom,Gnomic Book,https://photobookers.com/creators/gnomic-book
Morganna Magee,Beware of People Who Dislike Cats,https://photobookers.com/creators/morganna-magee,Tall Poppy Press,https://photobookers.com/creators/tall-poppy-press
Nathalie Ericson,026 - Nathalie Ericson,https://photobookers.com/creators/nathalie-ericson,Setanta Books,https://photobookers.com/creators/setanta-books
Nathan Pearce,Car Crash Business,https://photobookers.com/creators/nathan-pearce,Brown Owl Press,https://photobookers.com/creators/brown-owl-press
Nick Gervin,Portlanders,https://photobookers.com/creators/nick-gervin,Photo Editions,https://photobookers.com/creators/photo-editions
Nicola Buonomo,Luoghi,https://photobookers.com/creators/nicola-buonomo,Kult Books,https://photobookers.com/creators/kult
Nicole Marchi,CASTELLIONE,https://photobookers.com/creators/nicole-marchi,SkinnerBoox,https://photobookers.com/creators/skinnerboox
Nigel Shafran,Workbooks,https://photobookers.com/creators/nigel-shafran,Loose Joints,https://photobookers.com/creators/loose-joints
Nikolay Bakharev,Cheryomushki,https://photobookers.com/creators/nikolay-bakharev,Stanley / Barker,https://photobookers.com/creators/stanley--barker
Nuno Barroso,ESTRELA DECADENTE,https://photobookers.com/creators/nuno-barroso,Pierre von Kleist Editions,https://photobookers.com/creators/pierre-von-kleist-editions
Odette England,"To Be Developed, To Be Continued",https://photobookers.com/creators/odette-england,Tall Poppy Press,https://photobookers.com/creators/tall-poppy-press
Ola Rindal,STAINS & ASHES,https://photobookers.com/creators/ola-rindal,Poursuite Editions,https://photobookers.com/creators/poursuite-editions
Olivo Barbieri,tOUR,https://photobookers.com/creators/olivo-barbieri,SkinnerBoox,https://photobookers.com/creators/skinnerboox
Ollie Babajide Tikare,ÈKÓ,https://photobookers.com/creators/ollie-babajide-tikare,Guest Editions,https://photobookers.com/creators/guest-editions
Paolo Zerbini,FLORIDAYS,https://photobookers.com/creators/paolo-zerbini,SkinnerBoox,https://photobookers.com/creators/skinnerboox
Paul Walsh,Walking With Strangers,https://photobookers.com/creators/paul-walsh,Another Place Press,https://photobookers.com/creators/another-place-press
Pearce Leal,A Field Guide To Seeing New Lands,https://photobookers.com/creators/pearce-leal,acb-press,https://photobookers.com/creators/acb-press
Pedro Costa,CASA DE LAVA - CADERNO,https://photobookers.com/creators/pedro-costa,Pierre von Kleist Editions,https://photobookers.com/creators/pierre-von-kleist-editions
Pedro Costa and Rui Chafes,FAMÍLIA AEMINIUM,https://photobookers.com/creators/pedro-costa-and-rui-chafes,Pierre von Kleist Editions,https://photobookers.com/creators/pierre-von-kleist-editions
Peter Essick,WORK IN PROGRESS,https://photobookers.com/creators/peter-essick,Fall Line Press,https://photobookers.com/creators/fall-line-press
Peter Mitchell,Nothing Lasts Forever,https://photobookers.com/creators/peter-mitchell,RRB Photobooks,https://photobookers.com/creators/rrb-photobooks
Peter Tomka,Double Player,https://photobookers.com/creators/peter-tomka,TBW Books,https://photobookers.com/creators/tbw-books
Philippe Braquenier,Earth Not A Globe,https://photobookers.com/creators/philippe-braquenier,Gnomic Book,https://photobookers.com/creators/gnomic-book
Pia Riverola,Días,https://photobookers.com/creators/pia-riverola,Loose Joints,https://photobookers.com/creators/loose-joints
Picturing the Invisible,Makoto Takahashi,https://photobookers.com/creators/picturing-the-invisible,FW Books,https://photobookers.com/creators/fw-books
Pieter Hugo,Californian Wildflowers,https://photobookers.com/creators/pieter-hugo,TBW Books,https://photobookers.com/creators/tbw-books
Qiu Yangzi,Rotation,https://photobookers.com/creators/qiu-yangzi,Art Paper Editions,https://photobookers.com/creators/art-paper-editions
Rafał Milach,I Am Warning You,https://photobookers.com/creators/rafa-milach,GOST,https://photobookers.com/creators/gost
Rahim Fortune,Hardtack,https://photobookers.com/creators/rahim-fortune,Loose Joints,https://photobookers.com/creators/loose-joints
Ray Barbee,THE JOY IS IN CAPTURING THE JOURNEY,https://photobookers.com/creators/ray-barbee,Super Labo,https://photobookers.com/creators/super-labo
Rebecca Najdowski,Ambient Pressure,https://photobookers.com/creators/rebecca-najdowski,Tall Poppy Press,https://photobookers.com/creators/tall-poppy-press
Ria Verhaeghe,Provisoria,https://photobookers.com/creators/ria-verhaeghe,Art Paper Editions,https://photobookers.com/creators/art-paper-editions
Riccardo Fregoso,Winter Light,https://photobookers.com/creators/riccardo-fregoso,Setanta Books,https://photobookers.com/creators/setanta-books
Richard Mosse,Broken Spectre,https://photobookers.com/creators/richard-mosse,Loose Joints,https://photobookers.com/creators/loose-joints
Richard Renaldi,Billions Served,https://photobookers.com/creators/richard-renaldi,Deadbeat Club Press,https://photobookers.com/creators/deadbeat-club-press
Rob Ball,Silent Coast,https://photobookers.com/creators/rob-ball,Photo Editions,https://photobookers.com/creators/photo-editions
Robby Müller,L.A. Polaroids,https://photobookers.com/creators/robby-muller,Stanley / Barker,https://photobookers.com/creators/stanley--barker
Robby Reis,Not a Cookbook,https://photobookers.com/creators/robby-reis,TBW Books,https://photobookers.com/creators/tbw-books
Robert Lyons,Zero Line Boundary,https://photobookers.com/creators/robert-lyons,Zatara Press,https://photobookers.com/creators/zatara-press
Robert Rauschenberg and Susan Weil,"The Blueprints, 1950",https://photobookers.com/creators/robert-rauschenberg-and-susan-weil,Stanley / Barker,https://photobookers.com/creators/stanley--barker
Robin Hinsch,Lonely Are All the Bridges,https://photobookers.com/creators/robin-hinsch,GOST,https://photobookers.com/creators/gost
Rochelle Marie Adam & Sophie Schwartz,With And For,https://photobookers.com/creators/rochelle-marie-adam--sophie-schwartz,Tall Poppy Press,https://photobookers.com/creators/tall-poppy-press
Roe Ethridge,In the Beginning,https://photobookers.com/creators/roe-ethridge,Loose Joints,https://photobookers.com/creators/loose-joints
Rory King,Gumsucker,https://photobookers.com/creators/rory-king,Charcoal Press,https://photobookers.com/creators/charcoal-press
Rory Mulligan,Freddie,https://photobookers.com/creators/rory-mulligan,Magic Hour Press,https://photobookers.com/creators/magic-hour-press
S. Billie Mandle,Asunder,https://photobookers.com/creators/s-billie-mandle,TBW Books,https://photobookers.com/creators/tbw-books
Sam Gulliver,Three Rings,https://photobookers.com/creators/sam-gulliver,Subjectively Objective,https://photobookers.com/creators/subjectively-objective
Sam Laughlin,Frameworks,https://photobookers.com/creators/sam-laughlin,The Velvet Cell,https://photobookers.com/creators/the-velvet-cell
Sam Youkilis,Somewhere 2017-2023,https://photobookers.com/creators/sam-youkilis,Loose Joints,https://photobookers.com/creators/loose-joints
Sara Aue Sobol,tell my love now,https://photobookers.com/creators/sara-aue-sobol,TIS Books,https://photobookers.com/creators/tis-books
Sebastien Tixier,Allanngorpoq,https://photobookers.com/creators/sebastien-tixier,,
Shane Hallinan,You've loved me before,https://photobookers.com/creators/shane-hallinan,TIS Books,https://photobookers.com/creators/tis-books
Shane Rocheleau,Lakeside,https://photobookers.com/creators/shane-rocheleau,Gnomic Book,https://photobookers.com/creators/gnomic-book
Silvana Trevale,Venezuelan Youth,https://photobookers.com/creators/silvana-trevale,Guest Editions,https://photobookers.com/creators/guest-editions
Simon Nicoloso,West Land,https://photobookers.com/creators/simon-nicoloso,Subjectively Objective,https://photobookers.com/creators/subjectively-objective
Steven B. Smith,Waiting Out the Latter Days,https://photobookers.com/creators/steven-b-smith,TIS Books,https://photobookers.com/creators/tis-books
Susan Meiselas,"44 Irving Street, 1970–1971",https://photobookers.com/creators/susan-meiselas,TBW Books,https://photobookers.com/creators/tbw-books
Sverre Bjertnæs,Hjem,https://photobookers.com/creators/sverre-bjertns,Jungle Books,https://photobookers.com/creators/jungle-books
Swan Moon,Swan Moon's Swan Moon,https://photobookers.com/creators/swan-moon,TBW Books,https://photobookers.com/creators/tbw-books
Tace Stevens,We Were Just Little Boys,https://photobookers.com/creators/tace-stevens,Tall Poppy Press,https://photobookers.com/creators/tall-poppy-press
Terry Allen,Juarez,https://photobookers.com/creators/terry-allen,Nazraeli Press,https://photobookers.com/creators/nazraeli-press
The Vos Method,The Vos Method,https://photobookers.com/creators/the-vos-method,Art Paper Editions,https://photobookers.com/creators/art-paper-editions
Thibaut Derien,025 - Thibaut Derien,https://photobookers.com/creators/thibaut-derien,Setanta Books,https://photobookers.com/creators/setanta-books
Thomas Boivin,Place de la République,https://photobookers.com/creators/thomas-boivin,Stanley / Barker,https://photobookers.com/creators/stanley--barker
Thomas Nolf,As Real As It Gets,https://photobookers.com/creators/thomas-nolf,Art Paper Editions,https://photobookers.com/creators/art-paper-editions
Thomas Prior,Slip Me the Master Key,https://photobookers.com/creators/thomas-prior,Loose Joints,https://photobookers.com/creators/loose-joints
Thomas Prior & Daniel Arnold,The Last Book,https://photobookers.com/creators/thomas-prior--daniel-arnold,Loose Joints,https://photobookers.com/creators/loose-joints
Tine Bek,The Vulgarity of Being Three-Dimensional,https://photobookers.com/creators/tine-bek,DISKOBAY,https://photobookers.com/creators/diskobay
Todd Hido,House Hunting,https://photobookers.com/creators/todd-hido,Nazraeli Press,https://photobookers.com/creators/nazraeli-press
Tom Callemin,Double Reality,https://photobookers.com/creators/tom-callemin,Art Paper Editions,https://photobookers.com/creators/art-paper-editions
Tom de Peyret,"1 New York Times Plaza, NY 11356",https://photobookers.com/creators/tom-de-peyret,Poursuite Editions,https://photobookers.com/creators/poursuite-editions
Tom Wood,"HIGHFIELDS, HIPPIES and STRIPPERS",https://photobookers.com/creators/tom-wood,Super Labo,https://photobookers.com/creators/super-labo
Toshio Shibata,Yodaka,https://photobookers.com/creators/toshio-shibata,Nazraeli Press,https://photobookers.com/creators/nazraeli-press
Tracy L Chandler,A Poor Sort of Memory,https://photobookers.com/creators/tracy-l-chandler,Deadbeat Club Press,https://photobookers.com/creators/deadbeat-club-press
Tyrone Williams,Ground,https://photobookers.com/creators/tyrone-williams,Brown Owl Press,https://photobookers.com/creators/brown-owl-press
Verena Blok,Love Shit,https://photobookers.com/creators/verena-blok,FW Books,https://photobookers.com/creators/fw-books
Véronique Rolland,Memories of an Unknown Island,https://photobookers.com/creators/veronique-rolland,Jane & Jeremy,https://photobookers.com/creators/jane--jeremy
Wei Jian Chan,Journey To The West,https://photobookers.com/creators/wei-jian-chan,Setanta Books,https://photobookers.com/creators/setanta-books
Will Warasila,Quicker than Coal Ash,https://photobookers.com/creators/will-warasila,Gnomic Book,https://photobookers.com/creators/gnomic-book
Wing Shya,Day / Night,https://photobookers.com/creators/wing-shya,Jane & Jeremy,https://photobookers.com/creators/jane--jeremy
Work From 162 Artists,Everything Is Narrative,https://photobookers.com/creators/work-from-162-artists,Subjectively Objective,https://photobookers.com/creators/subjectively-objective
Yasuhiro Ogawa,Into the Silence,https://photobookers.com/creators/yasuhiro-ogawa,Photo Editions,https://photobookers.com/creators/photo-editions
Yoshiyuki Okuyama,TOKYO SEQUENCE,https://photobookers.com/creators/yoshiyuki-okuyama,Super Labo,https://photobookers.com/creators/super-labo
Younès Klouche,Panamera,https://photobookers.com/creators/younes-klouche,Poursuite Editions,https://photobookers.com/creators/poursuite-editions
Yukihito Kono,The Cliff,https://photobookers.com/creators/yukihito-kono,Jane & Jeremy,https://photobookers.com/creators/jane--jeremy
Zed Nelson,The Anthropocene Illusion,https://photobookers.com/creators/zed-nelson,Guest Editions,https://photobookers.com/creators/guest-editions
